docked_cbu_geom_id,docked_cbu_energy,cbu_nickname,bare_ion_formula,bare_ion_radius,ion_valence,empty_cbu_geom_id,empty_cbu_energy,solvated_cbu_energy,bare_ion_energy,solvated_ion_energy,solvated_dock_geom_id,solvated_dock_energy,rel_vac_docked_energy,rel_sol_docked_energy,ion_binding_energy,solvated_ion_binding_energy,bare_solvated_binding_diff,sol_sol_ion_binding_energy
463250886,-15240.44083771203,pau,Ba+2,149,divalent,448073800,-15214.945120006068,-15215.464600901678,-24.918320848578,-25.308147011253,573632987.0,-15240.811926815697,66.26967523019485,1.0757674890650044,-1515.9555645418716,-492.46689647342674,1023.4886680684449,-102.86421704835283
463255112,-15240.441477803848,pau,Ba+2,149,divalent,448069895,-15214.944847781218,-15215.464230582504,-24.918320848578,-25.308147011253,,,64.58911403577325,,-1518.3508521345454,-494.86218406610067,1023.4886680684448,
463251401,-11418.424274439752,sod,Sr+2,132,divalent,448065172,-11387.699157761566,-11388.147687568682,-30.100213482909,-30.519775878949,573210561.0,-11418.698292727831,18.75942239035051,0.666865728781197,-1640.6834641808493,-539.1223094653411,1101.561154715508,-80.9422813314757
462148806,-15245.539427659001,pau,Sr+2,132,divalent,448071141,-15214.911390742225,-15215.456931402778,-30.100213482909,-30.519775878949,573210573.0,-15246.004769795849,243.8058205463119,25.454370922719423,-1385.8005311829775,-284.23937646746924,1101.561154715508,-73.67813644056558
462276583,-11418.28898645043,ufi,Sr+2,132,divalent,449300326,-11387.60453349099,-11388.103090309136,-30.100213482909,-30.519775878949,573240726.0,-11418.65462489972,263.4684101772796,70.44780639632468,-1533.9208624801004,-432.3597077645921,1101.5611547155083,-83.38250374994725
482245116,-7585.898514008337,d8r,Ba+2,149,divalent,448063925,-7560.347822284581,-7560.774933861228,-24.918320848578,-25.308147011253,574849128.0,-7586.153179590996,205.41806564872223,85.04655130759156,-1660.2898592546603,-636.8011911862155,1023.4886680684448,-184.04419947960338
461444232,-11418.367856533738,ufi,Sr+2,132,divalent,449300592,-11387.686322108484,-11388.127537954004,-30.100213482909,-30.519775878949,573223244.0,-11418.678577652863,56.39499068003791,7.559848228771742,-1526.2582503900207,-424.6970956745125,1101.561154715508,-82.08316542728615
462363266,-3758.453152062331,d4r,Ba+2,149,divalent,448062379,-3733.134114026999,-3733.467040234939,-24.918320848578,-25.308147011253,573563643.0,-3758.515149262188,0.0,0.0,-1052.0830539652459,-28.594385896801107,1023.4886680684448,682.7297790095406
463251419,-5717.955090577408,rth,Rb+,166,monovalent,448063239,-5693.891719380822,-5694.068065554216,-23.948670423916,-24.034869967208,573496220.0,-5718.048955994468,0.0,0.0,-301.14690158432074,-74.82998343126503,226.31691815305572,141.72325881982243
463865217,-11413.24111939939,sod,Ba+2,149,divalent,448065434,-11387.695887941529,-11388.147240677825,-24.918320848578,-25.308147011253,573628638.0,-11413.486023189309,4.00691617376987,7.255768518705482,-1645.953930056004,-622.4652619875592,1023.4886680684449,-80.43351198403808
462277509,-11418.310466309396,ufi,Sr+2,132,divalent,449302556,-11387.608164049625,-11388.107233754834,-30.100213482909,-30.519775878949,573526376.0,-11418.659002537162,207.07303616632692,58.95431841603003,-1580.784204069955,-479.22304935444663,1101.5611547155083,-83.99737422147629
463250959,-5677.533917541407,d6r,Sr+2,132,divalent,448062857,-5646.720365233697,-5647.114567595326,-30.100213482909,-30.519775878949,573573092.0,-5677.639334757483,132.17012141770286,101.80022944899711,-1872.8712271848408,-771.3100724693325,1101.5611547155083,-13.104615061727289
462148546,-11418.403673751001,sod,Sr+2,132,divalent,448065169,-11387.682909327448,-11388.146368131791,-30.100213482909,-30.519775878949,573223192.0,-11418.697820582402,72.84653482643279,1.9064836489916346,-1629.2566187715179,-527.6954640560095,1101.5611547155083,-83.16684523301969
462277513,-11418.299608820087,ufi,Sr+2,132,divalent,449301091,-11387.608501932635,-11388.107102010694,-30.100213482909,-30.519775878949,573224019.0,-11418.657248806045,235.57937651932278,63.558739816527435,-1551.3907518073986,-449.8295970918903,1101.5611547155083,-79.73884708732432
462353869,-3763.764416859637,d4r,Sr+2,132,divalent,448062378,-3733.12020431808,-3733.462784973144,-30.100213482909,-30.519775878949,573209962.0,-3763.825359225347,19.190755080331144,6.512489141833475,-1428.2696372800183,-326.70848256451006,1101.561154715508,412.73290246287564
461442494,-11418.399835372762,sod,Sr+2,132,divalent,448065436,-11387.679086194636,-11388.14594638135,-30.100213482909,-30.519775878949,573533349.0,-11418.697689727114,82.92419766159901,2.250044232106577,-1629.2165919004935,-527.6554371849854,1101.561154715508,-83.93059051734114
